TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TRANSACTIONS1000BASELINE000530,ACB00050,120.33,2024-02-24T02:00:00,Debit,San Diego,Online,46,Retired,1,4569.06,2024-02-20T02:00:00
TRANSACTIONS1000BASELINE000531,ACB00051,118.54,2024-02-11T23:00:00,Debit,Houston,Branch,52,Retired,1,5073.79,2024-02-08T19:00:00
TRANSACTIONS1000BASELINE000532,ACB00052,5.00,2024-01-29T20:00:00,Debit,San Antonio,ATM,46,Retired,1,3770.83,2024-01-26T10:00:00
TRANSACTIONS1000BASELINE000533,ACB00053,157.41,2024-02-24T19:00:00,Credit,Sacramento,Branch,47,Doctor,2,8046.86,2024-02-23T13:00:00
TRANSACTIONS1000BASELINE000534,ACB00054,337.08,2024-01-11T16:00:00,Debit,Philadelphia,Branch,35,Student,1,3274.67,2024-01-11T01:00:00
TRANSACTIONS1000BASELINE000535,ACB00055,17.47,2024-02-02T19:00:00,Credit,Albuquerque,ATM,54,Engineer,1,3444.91,2024-02-01T05:00:00
TRANSACTIONS1000BASELINE000536,ACB00056,185.73,2024-01-19T13:00:00,Debit,Fresno,ATM,25,Student,1,941.62,2024-01-18T20:00:00
TRANSACTIONS1000BASELINE000537,ACB00057,552.02,2024-02-01T09:00:00,Debit,San Antonio,ATM,37,Student,1,3516.18,2024-01-30T17:00:00
TRANSACTIONS1000BASELINE000538,ACB00058,1489.25,2024-02-08T11:00:00,Debit,San Antonio,Branch,48,Engineer,1,3015.86,2024-02-05T02:00:00
TRANSACTIONS1000BASELINE000539,ACB00059,291.07,2024-01-09T03:00:00,Credit,Indianapolis,Online,40,Doctor,1,6946.98,2024-01-07T14:00:00
TRANSACTIONS1000BASELINE000540,ACB00060,5.00,2024-02-13T23:00:00,Debit,Austin,ATM,60,Doctor,1,10593.19,2024-02-11T13:00:00
TRANSACTIONS1000BASELINE000541,ACB00061,5.00,2024-02-06T16:00:00,Debit,Sacramento,Online,38,Student,1,4219.85,2024-02-06T09:00:00
TRANSACTIONS1000BASELINE000542,ACB00062,372.49,2024-02-23T03:00:00,Debit,Louisville,ATM,45,Student,1,3191.48,2024-02-19T15:00:00
TRANSACTIONS1000BASELINE000543,ACB00063,284.80,2024-02-05T16:00:00,Debit,Milwaukee,Online,28,Student,1,5521.55,2024-02-03T06:00:00
TRANSACTIONS1000BASELINE000544,ACB00064,5.00,2024-01-28T08:00:00,Debit,Louisville,Branch,32,Student,1,3596.12,2024-01-24T12:00:00
TRANSACTIONS1000BASELINE000545,ACB00065,162.57,2024-01-13T17:00:00,Debit,Seattle,ATM,49,Engineer,1,5704.37,2024-01-11T03:00:00
TRANSACTIONS1000BASELINE000546,ACB00066,557.54,2024-02-07T21:00:00,Debit,Portland,Online,50,Engineer,1,10911.52,2024-02-04T17:00:00
TRANSACTIONS1000BASELINE000547,ACB00067,779.06,2024-02-15T13:00:00,Debit,Austin,Branch,47,Doctor,1,3370.61,2024-02-14T21:00:00
TRANSACTIONS1000BASELINE000548,ACB00068,315.87,2024-01-28T22:00:00,Debit,Miami,ATM,58,Retired,1,5591.97,2024-01-27T16:00:00
TRANSACTIONS1000BASELINE000549,ACB00069,1065.50,2024-01-12T16:00:00,Debit,Tucson,Online,39,Doctor,2,7215.46,2024-01-08T19:00:00
TRANSACTIONS1000BASELINE000550,ACB00070,312.98,2024-01-22T20:00:00,Debit,Raleigh,Branch,48,Student,1,1946.67,2024-01-21T18:00:00
TRANSACTIONS1000BASELINE000551,ACB00071,599.24,2024-02-15T02:00:00,Debit,Detroit,Branch,39,Student,1,2760.23,2024-02-12T14:00:00
TRANSACTIONS1000BASELINE000552,ACB00072,447.35,2024-01-31T15:00:00,Debit,Fort Worth,ATM,49,Doctor,2,5908.07,2024-01-29T01:00:00
TRANSACTIONS1000BASELINE000553,ACB00073,363.24,2024-02-13T15:00:00,Credit,Philadelphia,Online,42,Student,1,4460.24,2024-02-09T17:00:00
TRANSACTIONS1000BASELINE000554,ACB00074,201.53,2024-02-03T13:00:00,Debit,Las Vegas,ATM,59,Doctor,1,6003.53,2024-02-01T08:00:00
TRANSACTIONS1000BASELINE000555,ACB00075,83.73,2024-02-25T03:00:00,Debit,Columbus,Branch,47,Retired,1,5370.50,2024-02-21T08:00:00
TRANSACTIONS1000BASELINE000556,ACB00076,17.88,2024-02-18T13:00:00,Debit,Washington,ATM,49,Engineer,1,7858.94,2024-02-18T05:00:00
TRANSACTIONS1000BASELINE000557,ACB00077,486.55,2024-01-15T10:00:00,Debit,Philadelphia,Online,51,Retired,2,3450.09,2024-01-14T01:00:00
TRANSACTIONS1000BASELINE000558,ACB00078,482.06,2024-01-15T19:00:00,Debit,Jacksonville,Online,42,Student,2,4799.15,2024-01-11T19:00:00
TRANSACTIONS1000BASELINE000559,ACB00079,73.42,2024-02-05T16:00:00,Debit,Los Angeles,ATM,40,Doctor,2,4892.28,2024-02-04T03:00:00
TRANSACTIONS1000BASELINE000560,ACB00080,5.00,2024-02-02T09:00:00,Credit,Fort Worth,Online,43,Student,1,5242.87,2024-01-31T11:00:00
TRANSACTIONS1000BASELINE000561,ACB00081,206.23,2024-02-06T22:00:00,Credit,Columbus,Branch,42,Student,1,3174.48,2024-02-06T15:00:00
TRANSACTIONS1000BASELINE000562,ACB00082,215.16,2024-02-18T16:00:00,Debit,Atlanta,ATM,43,Doctor,1,6378.85,2024-02-15T07:00:00
TRANSACTIONS1000BASELINE000563,ACB00083,151.19,2024-02-20T10:00:00,Debit,El Paso,Online,32,Engineer,1,6344.59,2024-02-19T16:00:00
TRANSACTIONS1000BASELINE000564,ACB00084,40.08,2024-02-14T06:00:00,Credit,Philadelphia,Branch,43,Student,1,2806.04,2024-02-11T09:00:00
TRANSACTIONS1000BASELINE000565,ACB00085,363.54,2024-01-30T02:00:00,Debit,El Paso,Branch,48,Engineer,1,5668.40,2024-01-27T01:00:00
TRANSACTIONS1000BASELINE000566,ACB00086,275.39,2024-02-24T12:00:00,Debit,Memphis,Online,37,Engineer,1,6829.62,2024-02-21T09:00:00
TRANSACTIONS1000BASELINE000567,ACB00087,639.15,2024-02-19T04:00:00,Debit,Philadelphia,ATM,40,Student,1,3974.83,2024-02-16T09:00:00
TRANSACTIONS1000BASELINE000568,ACB00088,327.54,2024-01-13T15:00:00,Debit,Fort Worth,Branch,25,Student,1,1825.71,2024-01-10T09:00:00
TRANSACTIONS1000BASELINE000569,ACB00089,327.64,2024-01-26T14:00:00,Debit,Los Angeles,ATM,46,Retired,2,4453.05,2024-01-26T06:00:00
TRANSACTIONS1000BASELINE000570,ACB00090,328.18,2024-01-31T18:00:00,Debit,Fresno,Branch,35,Engineer,1,1647.34,2024-01-30T00:00:00
TRANSACTIONS1000BASELINE000571,ACB00091,1097.58,2024-02-23T01:00:00,Debit,Jacksonville,Branch,44,Doctor,1,3924.50,2024-02-20T23:00:00
TRANSACTIONS1000BASELINE000572,ACB00092,84.36,2024-02-06T15:00:00,Debit,New York,Online,39,Doctor,1,7204.36,2024-02-03T08:00:00
TRANSACTIONS1000BASELINE000573,ACB00093,106.34,2024-02-21T09:00:00,Debit,Seattle,Branch,39,Engineer,1,4962.23,2024-02-19T09:00:00
TRANSACTIONS1000BASELINE000574,ACB00094,551.39,2024-01-21T23:00:00,Debit,Raleigh,ATM,49,Doctor,2,20799.31,2024-01-18T04:00:00
TRANSACTIONS1000BASELINE000575,ACB00095,521.77,2024-02-19T14:00:00,Credit,San Diego,Branch,55,Retired,2,12056.67,2024-02-17T01:00:00
TRANSACTIONS1000BASELINE000576,ACB00096,104.36,2024-02-15T06:00:00,Debit,Chicago,ATM,53,Doctor,1,6242.56,2024-02-11T23:00:00
TRANSACTIONS1000BASELINE000577,ACB00097,258.40,2024-02-03T20:00:00,Debit,Los Angeles,ATM,52,Retired,1,5158.72,2024-01-31T15:00:00
TRANSACTIONS1000BASELINE000578,ACB00098,1322.22,2024-02-25T01:00:00,Credit,Detroit,Online,38,Student,1,7035.55,2024-02-23T15:00:00
TRANSACTIONS1000BASELINE000579,ACB00099,150.12,2024-02-22T00:00:00,Debit,Dallas,ATM,58,Retired,2,4542.41,2024-02-18T08:00:00
TRANSACTIONS1000BASELINE000580,ACB00100,151.52,2024-02-22T06:00:00,Debit,Philadelphia,ATM,49,Student,2,7152.25,2024-02-20T09:00:00
TRANSACTIONS1000BASELINE000581,ACB00101,22.16,2024-01-16T17:00:00,Debit,Fort Worth,Online,54,Retired,1,6149.59,2024-01-14T10:00:00
TRANSACTIONS1000BASELINE000582,ACB00102,254.10,2024-01-16T12:00:00,Debit,Omaha,Online,48,Engineer,2,2601.99,2024-01-14T09:00:00
TRANSACTIONS1000BASELINE000583,ACB00103,35.51,2024-02-10T01:00:00,Debit,Louisville,Branch,34,Student,1,2163.62,2024-02-07T16:00:00
TRANSACTIONS1000BASELINE000584,ACB00104,829.00,2024-01-21T13:00:00,Credit,Houston,Branch,28,Student,2,2439.74,2024-01-21T00:00:00
TRANSACTIONS1000BASELINE000585,ACB00105,654.16,2024-01-15T10:00:00,Debit,Memphis,Branch,50,Doctor,1,5683.67,2024-01-14T20:00:00
TRANSACTIONS1000BASELINE000586,ACB00106,205.36,2024-02-12T08:00:00,Debit,Mesa,Online,44,Engineer,1,6611.99,2024-02-08T09:00:00
TRANSACTIONS1000BASELINE000587,ACB00107,5.00,2024-02-09T07:00:00,Debit,San Antonio,ATM,46,Retired,1,4047.99,2024-02-08T04:00:00
TRANSACTIONS1000BASELINE000588,ACB00108,549.30,2024-01-21T10:00:00,Debit,Milwaukee,Branch,35,Doctor,1,6391.47,2024-01-20T17:00:00
TRANSACTIONS1000BASELINE000589,ACB00109,140.07,2024-01-29T15:00:00,Debit,Jacksonville,Branch,39,Student,1,5114.83,2024-01-26T06:00:00
TRANSACTIONS1000BASELINE000590,ACB00110,370.19,2024-01-28T07:00:00,Debit,Colorado Springs,ATM,37,Engineer,1,6128.52,2024-01-27T17:00:00
TRANSACTIONS1000BASELINE000591,ACB00111,812.10,2024-02-04T00:00:00,Credit,Washington,Branch,43,Doctor,1,3746.82,2024-02-01T07:00:00
TRANSACTIONS1000BASELINE000592,ACB00112,797.60,2024-01-16T09:00:00,Debit,Chicago,Online,38,Student,1,2967.98,2024-01-12T17:00:00
TRANSACTIONS1000BASELINE000593,ACB00113,247.55,2024-01-18T12:00:00,Debit,Milwaukee,Online,39,Student,1,7267.28,2024-01-16T09:00:00
TRANSACTIONS1000BASELINE000594,ACB00114,717.93,2024-01-25T20:00:00,Debit,San Jose,Online,41,Engineer,3,3035.63,2024-01-22T09:00:00
TRANSACTIONS1000BASELINE000595,ACB00115,340.97,2024-01-24T23:00:00,Debit,Albuquerque,ATM,47,Engineer,1,4158.63,2024-01-22T21:00:00
TRANSACTIONS1000BASELINE000596,ACB00116,337.68,2024-02-16T21:00:00,Debit,Kansas City,ATM,43,Student,3,2005.11,2024-02-15T01:00:00
TRANSACTIONS1000BASELINE000597,ACB00117,808.41,2024-01-14T04:00:00,Debit,Philadelphia,Branch,41,Retired,1,3160.02,2024-01-11T07:00:00
TRANSACTIONS1000BASELINE000598,ACB00118,5.00,2024-01-17T23:00:00,Debit,Raleigh,ATM,51,Retired,1,3544.03,2024-01-17T06:00:00
TRANSACTIONS1000BASELINE000599,ACB00119,695.25,2024-01-20T16:00:00,Credit,Omaha,Online,44,Engineer,1,3890.35,2024-01-18T03:00:00
TRANSACTIONS1000BASELINE000600,ACB00120,261.59,2024-02-13T01:00:00,Debit,Indianapolis,Branch,24,Student,2,6966.89,2024-02-12T18:00:00
TRANSACTIONS1000BASELINE000601,ACB00001,194.77,2024-01-24T16:00:00,Debit,Las Vegas,Online,39,Student,1,3699.87,2024-01-22T17:00:00
TRANSACTIONS1000BASELINE000602,ACB00002,24.42,2024-02-08T00:00:00,Credit,San Antonio,Branch,47,Retired,2,3168.36,2024-02-07T16:00:00
TRANSACTIONS1000BASELINE000603,ACB00003,488.01,2024-02-16T10:00:00,Credit,Atlanta,ATM,47,Engineer,1,4497.32,2024-02-13T07:00:00
TRANSACTIONS1000BASELINE000604,ACB00004,359.54,2024-01-27T23:00:00,Debit,Raleigh,Branch,55,Retired,3,3570.16,2024-01-24T13:00:00
TRANSACTIONS1000BASELINE000605,ACB00005,386.30,2024-02-11T02:00:00,Credit,Jacksonville,Branch,47,Doctor,2,4393.34,2024-02-07T08:00:00
TRANSACTIONS1000BASELINE000606,ACB00006,380.94,2024-01-16T11:00:00,Credit,San Diego,ATM,60,Retired,1,7145.69,2024-01-14T04:00:00
TRANSACTIONS1000BASELINE000607,ACB00007,37.87,2024-02-24T08:00:00,Debit,Portland,Online,43,Student,2,1828.88,2024-02-22T09:00:00
TRANSACTIONS1000BASELINE000608,ACB00008,165.70,2024-02-07T11:00:00,Credit,Charlotte,Online,56,Engineer,1,5863.04,2024-02-04T02:00:00
TRANSACTIONS1000BASELINE000609,ACB00009,80.69,2024-02-11T23:00:00,Credit,El Paso,Online,48,Engineer,1,5125.40,2024-02-09T12:00:00
TRANSACTIONS1000BASELINE000610,ACB00010,864.34,2024-01-15T20:00:00,Debit,Denver,ATM,52,Retired,1,6400.25,2024-01-12T16:00:00
TRANSACTIONS1000BASELINE000611,ACB00011,380.79,2024-01-15T16:00:00,Debit,Virginia Beach,Branch,43,Student,2,4797.90,2024-01-15T07:00:00
TRANSACTIONS1000BASELINE000612,ACB00012,5.00,2024-02-07T09:00:00,Debit,Baltimore,Branch,44,Student,1,4106.87,2024-02-05T05:00:00
TRANSACTIONS1000BASELINE000613,ACB00013,432.59,2024-02-08T17:00:00,Debit,Miami,Online,54,Engineer,1,4861.63,2024-02-06T23:00:00
TRANSACTIONS1000BASELINE000614,ACB00014,468.61,2024-02-12T09:00:00,Credit,Omaha,Online,48,Engineer,1,3684.95,2024-02-11T20:00:00
TRANSACTIONS1000BASELINE000615,ACB00015,168.32,2024-02-17T22:00:00,Debit,Omaha,Branch,32,Student,1,1183.22,2024-02-16T07:00:00
TRANSACTIONS1000BASELINE000616,ACB00016,352.38,2024-01-30T01:00:00,Debit,Columbus,Online,28,Student,1,7607.64,2024-01-27T20:00:00
TRANSACTIONS1000BASELINE000617,ACB00017,135.76,2024-02-15T19:00:00,Debit,San Diego,ATM,47,Engineer,1,7513.08,2024-02-13T12:00:00
TRANSACTIONS1000BASELINE000618,ACB00018,375.74,2024-02-10T13:00:00,Credit,Albuquerque,Online,40,Engineer,1,4724.07,2024-02-07T02:00:00
TRANSACTIONS1000BASELINE000619,ACB00019,460.55,2024-02-05T04:00:00,Credit,Baltimore,ATM,46,Retired,1,3234.10,2024-02-01T17:00:00
TRANSACTIONS1000BASELINE000620,ACB00020,489.58,2024-02-20T05:00:00,Debit,Milwaukee,ATM,59,Engineer,2,2877.79,2024-02-17T05:00:00
TRANSACTIONS1000BASELINE000621,ACB00021,5.00,2024-02-19T15:00:00,Credit,Milwaukee,ATM,60,Retired,1,5562.37,2024-02-19T02:00:00
TRANSACTIONS1000BASELINE000622,ACB00022,189.76,2024-02-23T00:00:00,Debit,Los Angeles,Branch,52,Retired,1,5615.87,2024-02-19T05:00:00
TRANSACTIONS1000BASELINE000623,ACB00023,96.97,2024-01-26T00:00:00,Debit,San Francisco,ATM,53,Doctor,1,6990.36,2024-01-25T00:00:00
TRANSACTIONS1000BASELINE000624,ACB00024,373.84,2024-01-25T01:00:00,Debit,Austin,ATM,45,Doctor,1,4079.63,2024-01-21T07:00:00
TRANSACTIONS1000BASELINE000625,ACB00025,5.00,2024-02-26T20:00:00,Debit,Los Angeles,ATM,44,Student,1,6744.18,2024-02-23T07:00:00
TRANSACTIONS1000BASELINE000626,ACB00026,258.99,2024-01-26T14:00:00,Credit,Dallas,Branch,41,Student,1,4191.79,2024-01-23T19:00:00
TRANSACTIONS1000BASELINE000627,ACB00027,121.00,2024-01-12T16:00:00,Debit,Mesa,Online,39,Student,1,4464.53,2024-01-09T19:00:00
TRANSACTIONS1000BASELINE000628,ACB00028,206.86,2024-01-28T03:00:00,Debit,Austin,Online,44,Engineer,1,6649.36,2024-01-26T08:00:00
TRANSACTIONS1000BASELINE000629,ACB00029,431.50,2024-01-11T21:00:00,Credit,Los Angeles,Online,46,Doctor,1,6818.38,2024-01-10T03:00:00
TRANSACTIONS1000BASELINE000630,ACB00030,560.24,2024-02-10T00:00:00,Debit,Fort Worth,Online,48,Engineer,1,4123.49,2024-02-06T07:00:00
TRANSACTIONS1000BASELINE000631,ACB00031,374.63,2024-02-05T12:00:00,Debit,Colorado Springs,ATM,45,Student,1,2797.26,2024-02-05T01:00:00
TRANSACTIONS1000BASELINE000632,ACB00032,110.70,2024-02-14T11:00:00,Debit,Indianapolis,Branch,32,Student,1,2458.46,2024-02-11T23:00:00
TRANSACTIONS1000BASELINE000633,ACB00033,70.53,2024-01-27T11:00:00,Credit,Indianapolis,Branch,52,Engineer,2,3910.42,2024-01-27T01:00:00
TRANSACTIONS1000BASELINE000634,ACB00034,693.72,2024-02-20T05:00:00,Debit,Baltimore,Online,51,Retired,1,5103.71,2024-02-16T06:00:00
TRANSACTIONS1000BASELINE000635,ACB00035,153.84,2024-01-11T19:00:00,Debit,Kansas City,ATM,38,Student,1,3434.86,2024-01-09T22:00:00
TRANSACTIONS1000BASELINE000636,ACB00036,178.62,2024-01-13T15:00:00,Credit,Los Angeles,ATM,28,Student,1,4884.19,2024-01-10T09:00:00
TRANSACTIONS1000BASELINE000637,ACB00037,5.00,2024-02-20T23:00:00,Debit,Boston,Online,43,Engineer,1,3792.00,2024-02-18T04:00:00
TRANSACTIONS1000BASELINE000638,ACB00038,12.73,2024-02-03T07:00:00,Debit,Memphis,Online,53,Doctor,2,5720.12,2024-02-02T02:00:00
TRANSACTIONS1000BASELINE000639,ACB00039,249.52,2024-01-25T07:00:00,Debit,Miami,ATM,44,Engineer,2,2974.56,2024-01-22T20:00:00
TRANSACTIONS1000BASELINE000640,ACB00040,566.15,2024-01-19T06:00:00,Debit,Phoenix,Online,45,Student,1,2718.40,2024-01-18T09:00:00
TRANSACTIONS1000BASELINE000641,ACB00041,612.29,2024-01-28T23:00:00,Debit,Miami,Online,45,Student,1,5199.68,2024-01-25T13:00:00
TRANSACTIONS1000BASELINE000642,ACB00042,537.38,2024-02-19T23:00:00,Debit,Colorado Springs,Branch,48,Doctor,2,8444.93,2024-02-17T03:00:00
TRANSACTIONS1000BASELINE000643,ACB00043,250.96,2024-02-16T09:00:00,Debit,Dallas,Branch,53,Retired,1,4432.12,2024-02-15T02:00:00
TRANSACTIONS1000BASELINE000644,ACB00044,286.89,2024-02-13T12:00:00,Debit,Denver,ATM,37,Student,1,3171.73,2024-02-13T01:00:00
TRANSACTIONS1000BASELINE000645,ACB00045,170.59,2024-01-27T21:00:00,Debit,Philadelphia,ATM,71,Retired,1,8149.13,2024-01-26T06:00:00
TRANSACTIONS1000BASELINE000646,ACB00046,240.64,2024-02-15T15:00:00,Debit,Phoenix,Branch,43,Engineer,1,5781.60,2024-02-11T16:00:00
TRANSACTIONS1000BASELINE000647,ACB00047,272.91,2024-02-03T19:00:00,Debit,Atlanta,Branch,40,Student,1,3966.89,2024-02-02T12:00:00
TRANSACTIONS1000BASELINE000648,ACB00048,195.44,2024-01-18T16:00:00,Credit,Las Vegas,Online,53,Doctor,1,7834.18,2024-01-17T04:00:00
TRANSACTIONS1000BASELINE000649,ACB00049,153.69,2024-01-28T06:00:00,Credit,Kansas City,Branch,56,Retired,2,5948.92,2024-01-24T06:00:00
TRANSACTIONS1000BASELINE000650,ACB00050,326.54,2024-02-25T09:00:00,Debit,Philadelphia,ATM,46,Retired,1,6807.93,2024-02-24T02:00:00
TRANSACTIONS1000BASELINE000651,ACB00051,5.00,2024-02-12T11:00:00,Debit,Houston,Online,52,Retired,1,4293.27,2024-02-11T23:00:00
TRANSACTIONS1000BASELINE000652,ACB00052,552.43,2024-01-31T20:00:00,Debit,San Antonio,ATM,46,Retired,1,3602.73,2024-01-29T20:00:00
TRANSACTIONS1000BASELINE000653,ACB00053,165.89,2024-02-25T15:00:00,Credit,Denver,ATM,47,Doctor,1,7204.42,2024-02-24T19:00:00
TRANSACTIONS1000BASELINE000654,ACB00054,83.10,2024-01-15T05:00:00,Debit,Memphis,ATM,35,Student,1,3537.00,2024-01-11T16:00:00
TRANSACTIONS1000BASELINE000655,ACB00055,579.44,2024-02-04T09:00:00,Credit,Memphis,ATM,54,Engineer,1,5509.52,2024-02-02T19:00:00
TRANSACTIONS1000BASELINE000656,ACB00056,193.31,2024-01-20T17:00:00,Debit,Fresno,ATM,25,Student,1,881.72,2024-01-19T13:00:00
TRANSACTIONS1000BASELINE000657,ACB00057,380.85,2024-02-03T15:00:00,Debit,Las Vegas,Online,37,Student,1,2126.65,2024-02-01T09:00:00
TRANSACTIONS1000BASELINE000658,ACB00058,2495.24,2024-02-11T06:00:00,Credit,Denver,Branch,48,Engineer,1,4031.73,2024-02-08T11:00:00
TRANSACTIONS1000BASELINE000659,ACB00059,296.07,2024-01-12T21:00:00,Debit,Chicago,ATM,40,Doctor,2,6997.44,2024-01-09T03:00:00
TRANSACTIONS1000BASELINE000660,ACB00060,695.77,2024-02-15T14:00:00,Debit,Columbus,Online,60,Doctor,2,8433.08,2024-02-13T23:00:00
TRANSACTIONS1000BASELINE000661,ACB00061,377.41,2024-02-07T00:00:00,Credit,Washington,Online,38,Student,1,5993.68,2024-02-06T16:00:00
TRANSACTIONS1000BASELINE000662,ACB00062,87.61,2024-02-23T18:00:00,Debit,Miami,Online,45,Student,3,5203.16,2024-02-23T03:00:00
TRANSACTIONS1000BASELINE000663,ACB00063,230.48,2024-02-08T18:00:00,Debit,Milwaukee,ATM,28,Student,1,5478.10,2024-02-05T16:00:00
TRANSACTIONS1000BASELINE000664,ACB00064,640.88,2024-01-31T17:00:00,Credit,Boston,ATM,32,Student,1,5093.89,2024-01-28T08:00:00
TRANSACTIONS1000BASELINE000665,ACB00065,266.52,2024-01-16T00:00:00,Debit,Seattle,Branch,49,Engineer,1,5519.76,2024-01-13T17:00:00
TRANSACTIONS1000BASELINE000666,ACB00066,601.12,2024-02-10T17:00:00,Debit,Portland,Online,50,Engineer,2,5887.06,2024-02-07T21:00:00
TRANSACTIONS1000BASELINE000667,ACB00067,337.01,2024-02-17T16:00:00,Credit,Austin,Branch,47,Doctor,1,3022.74,2024-02-15T13:00:00
TRANSACTIONS1000BASELINE000668,ACB00068,5.00,2024-01-29T22:00:00,Debit,Oklahoma City,Online,58,Retired,1,4479.93,2024-01-28T22:00:00
TRANSACTIONS1000BASELINE000669,ACB00069,23.77,2024-01-13T22:00:00,Debit,Tucson,Online,39,Doctor,1,7408.11,2024-01-12T16:00:00
TRANSACTIONS1000BASELINE000670,ACB00070,5.00,2024-01-23T15:00:00,Debit,Raleigh,Branch,48,Student,1,2249.35,2024-01-22T20:00:00
TRANSACTIONS1000BASELINE000671,ACB00071,203.04,2024-02-15T10:00:00,Debit,Los Angeles,Online,39,Student,1,4169.82,2024-02-15T02:00:00
TRANSACTIONS1000BASELINE000672,ACB00072,333.94,2024-02-04T02:00:00,Debit,Boston,Online,49,Doctor,1,6505.36,2024-01-31T15:00:00
TRANSACTIONS1000BASELINE000673,ACB00073,220.26,2024-02-15T15:00:00,Credit,Omaha,Branch,42,Student,3,4041.22,2024-02-13T15:00:00
TRANSACTIONS1000BASELINE000674,ACB00074,183.77,2024-02-06T19:00:00,Debit,Las Vegas,ATM,59,Doctor,1,4453.65,2024-02-03T13:00:00
TRANSACTIONS1000BASELINE000675,ACB00075,15.70,2024-02-26T14:00:00,Debit,New York,ATM,47,Retired,1,9336.71,2024-02-25T03:00:00
TRANSACTIONS1000BASELINE000676,ACB00076,175.69,2024-02-18T20:00:00,Debit,Kansas City,Branch,49,Engineer,1,7530.74,2024-02-18T13:00:00
TRANSACTIONS1000BASELINE000677,ACB00077,815.32,2024-01-15T17:00:00,Debit,Philadelphia,Branch,51,Retired,1,6198.99,2024-01-15T10:00:00
TRANSACTIONS1000BASELINE000678,ACB00078,352.76,2024-01-19T01:00:00,Debit,Louisville,Online,42,Student,1,3984.16,2024-01-15T19:00:00
TRANSACTIONS1000BASELINE000679,ACB00079,47.66,2024-02-09T10:00:00,Debit,Portland,ATM,40,Doctor,2,6670.56,2024-02-05T16:00:00
TRANSACTIONS1000BASELINE000680,ACB00080,5.00,2024-02-04T10:00:00,Debit,Austin,Online,43,Student,1,5218.26,2024-02-02T09:00:00
TRANSACTIONS1000BASELINE000681,ACB00081,318.75,2024-02-10T22:00:00,Credit,Raleigh,ATM,42,Student,1,3047.48,2024-02-06T22:00:00
TRANSACTIONS1000BASELINE000682,ACB00082,114.30,2024-02-22T16:00:00,Debit,Raleigh,ATM,43,Doctor,3,4335.74,2024-02-18T16:00:00
TRANSACTIONS1000BASELINE000683,ACB00083,82.16,2024-02-23T02:00:00,Credit,El Paso,Online,32,Engineer,2,7099.92,2024-02-20T10:00:00
TRANSACTIONS1000BASELINE000684,ACB00084,5.00,2024-02-18T06:00:00,Credit,San Jose,Branch,43,Student,1,2374.01,2024-02-14T06:00:00
TRANSACTIONS1000BASELINE000685,ACB00085,254.53,2024-02-01T23:00:00,Credit,Columbus,Online,48,Engineer,1,6043.97,2024-01-30T02:00:00
TRANSACTIONS1000BASELINE000686,ACB00086,279.66,2024-02-28T12:00:00,Debit,Memphis,Online,37,Engineer,1,7951.01,2024-02-24T12:00:00
TRANSACTIONS1000BASELINE000687,ACB00087,516.10,2024-02-22T19:00:00,Debit,Indianapolis,Branch,40,Student,1,4043.39,2024-02-19T04:00:00
TRANSACTIONS1000BASELINE000688,ACB00088,508.11,2024-01-15T15:00:00,Debit,Columbus,Branch,25,Student,2,2283.00,2024-01-13T15:00:00
TRANSACTIONS1000BASELINE000689,ACB00089,203.17,2024-01-30T08:00:00,Debit,El Paso,Online,46,Retired,1,6852.66,2024-01-26T14:00:00
TRANSACTIONS1000BASELINE000690,ACB00090,230.36,2024-02-04T05:00:00,Debit,Milwaukee,Branch,35,Engineer,1,1485.31,2024-01-31T18:00:00
TRANSACTIONS1000BASELINE000691,ACB00091,452.67,2024-02-25T04:00:00,Debit,Louisville,Branch,44,Doctor,1,788.95,2024-02-23T01:00:00
TRANSACTIONS1000BASELINE000692,ACB00092,136.18,2024-02-09T16:00:00,Debit,Tucson,Online,39,Doctor,1,5743.93,2024-02-06T15:00:00
TRANSACTIONS1000BASELINE000693,ACB00093,665.92,2024-02-25T00:00:00,Debit,Raleigh,ATM,39,Engineer,2,5560.01,2024-02-21T09:00:00
TRANSACTIONS1000BASELINE000694,ACB00094,537.03,2024-01-25T13:00:00,Debit,Raleigh,ATM,49,Doctor,1,15596.34,2024-01-21T23:00:00
TRANSACTIONS1000BASELINE000695,ACB00095,527.15,2024-02-23T11:00:00,Debit,Chicago,Branch,55,Retired,2,8768.70,2024-02-19T14:00:00
TRANSACTIONS1000BASELINE000696,ACB00096,5.00,2024-02-18T20:00:00,Debit,San Francisco,ATM,53,Doctor,1,6535.54,2024-02-15T06:00:00
TRANSACTIONS1000BASELINE000697,ACB00097,678.80,2024-02-07T14:00:00,Debit,Los Angeles,Branch,52,Retired,1,9073.14,2024-02-03T20:00:00
TRANSACTIONS1000BASELINE000698,ACB00098,997.49,2024-02-28T19:00:00,Debit,Oklahoma City,Branch,38,Student,1,5699.52,2024-02-25T01:00:00
TRANSACTIONS1000BASELINE000699,ACB00099,129.12,2024-02-22T09:00:00,Debit,Dallas,ATM,58,Retired,1,5019.88,2024-02-22T00:00:00
